condition,distance,run,k,alpha,freeze,events,detected,trigger_snr,peak_ratio,noise_floor
mitigated,30mm,1,12.0,0.0003,2.0,1,1,12.021,721.0734,0.0001095587
mitigated,30mm,2,12.0,0.0003,2.0,1,1,12.017,285.7939,0.0001444845
mitigated,30mm,3,12.0,0.0003,2.0,1,1,12.041,422.7502,0.0001309423
mitigated,50mm,1,12.0,0.0003,2.0,1,1,12.082,346.9692,0.0001358011
mitigated,50mm,2,12.0,0.0003,2.0,1,1,12.056,181.7053,0.0001452519
mitigated,50mm,3,12.0,0.0003,2.0,1,1,12.084,346.9991,0.0001357956
mitigated,10mm,1,12.0,0.0001,2.0,1,1,12.095,638.832,0.0001016304
mitigated,10mm,2,12.0,0.0001,2.0,1,1,12.071,462.5022,0.0001222365
mitigated,10mm,3,12.0,0.0001,2.0,1,1,12.156,505.6181,0.0001261239
mitigated,30mm,1,12.0,0.0001,2.0,1,1,12.024,764.5552,0.0001160969
mitigated,30mm,2,12.0,0.0001,2.0,1,1,12.0,244.4731,0.0001480388
mitigated,30mm,3,12.0,0.0001,2.0,1,1,12.029,417.3298,0.0001295234
mitigated,50mm,1,12.0,0.0001,2.0,1,1,12.066,335.9646,0.0001444575
mitigated,50mm,2,12.0,0.0001,2.0,1,1,12.055,184.2225,0.0001486535
mitigated,50mm,3,12.0,0.0001,2.0,1,1,12.069,336.0199,0.000144458
mitigated,10mm,1,12.0,3e-05,2.0,1,1,12.155,559.5052,0.0001111088
mitigated,10mm,2,12.0,3e-05,2.0,1,1,12.046,863.4386,6.698989e-05
mitigated,10mm,3,12.0,3e-05,2.0,1,1,12.201,846.2862,8.309585e-05
mitigated,30mm,1,12.0,3e-05,2.0,1,1,12.027,927.3502,0.0001144079
mitigated,30mm,2,12.0,3e-05,2.0,1,1,12.019,219.1969,0.0001550915
mitigated,30mm,3,12.0,3e-05,2.0,1,1,12.043,693.6602,9.630555e-05
mitigated,50mm,1,12.0,3e-05,2.0,1,1,12.072,269.1047,0.0001650624
mitigated,50mm,2,12.0,3e-05,2.0,1,1,12.171,306.6416,9.522772e-05
mitigated,50mm,3,12.0,3e-05,2.0,1,1,12.107,269.87,0.0001648635
mitigated,10mm,1,12.0,1e-05,2.0,1,1,12.088,436.7787,0.0001444509
mitigated,10mm,2,12.0,1e-05,2.0,1,1,12.089,1400.4774,4.179689e-05
mitigated,10mm,3,12.0,1e-05,2.0,1,1,12.35,1190.8981,5.890176e-05
mitigated,30mm,1,12.0,1e-05,2.0,1,1,12.009,951.5116,0.0001084847
mitigated,30mm,2,12.0,1e-05,2.0,1,1,12.004,192.1718,0.0001780201
mitigated,30mm,3,12.0,1e-05,2.0,1,1,12.062,1034.7068,6.251446e-05
mitigated,50mm,1,12.0,1e-05,2.0,1,1,12.067,189.8896,0.0002398599
mitigated,50mm,2,12.0,1e-05,2.0,1,1,12.172,488.6133,5.885656e-05
mitigated,50mm,3,12.0,1e-05,2.0,1,1,12.019,191.0466,0.0002386697
mitigated,10mm,1,16.0,0.01,2.0,1,1,16.021,256.3288,2.218052e-05
mitigated,10mm,2,16.0,0.01,2.0,1,1,16.058,290.3065,0.0002354532
mitigated,10mm,3,16.0,0.01,2.0,1,1,16.233,1155.704,0.0002213866
mitigated,30mm,1,16.0,0.01,2.0,1,1,16.017,33.0552,0.0001642997
mitigated,30mm,2,16.0,0.01,2.0,0,0,0.0,1.7018,0.0002049652
mitigated,30mm,3,16.0,0.01,2.0,1,1,16.053,1030.8095,0.0002189019
mitigated,50mm,1,16.0,0.01,2.0,1,1,16.132,251.3314,9.832622e-05
mitigated,50mm,2,16.0,0.01,2.0,1,1,16.024,83.7529,4.884314e-05
mitigated,50mm,3,16.0,0.01,2.0,1,1,16.131,251.3126,9.82854e-05
mitigated,10mm,1,16.0,0.003,2.0,1,1,16.031,416.7124,4.550608e-05
mitigated,10mm,2,16.0,0.003,2.0,1,1,16.038,351.6192,0.0001871863
mitigated,10mm,3,16.0,0.003,2.0,1,1,16.249,635.649,0.0001993935
mitigated,30mm,1,16.0,0.003,2.0,1,1,16.006,398.0109,0.0001265139
mitigated,30mm,2,16.0,0.003,2.0,1,1,16.015,540.029,0.0001553822
mitigated,30mm,3,16.0,0.003,2.0,1,1,16.049,625.6343,0.0001786711
mitigated,50mm,1,16.0,0.003,2.0,1,1,16.092,560.0489,8.373034e-05
mitigated,50mm,2,16.0,0.003,2.0,1,1,16.023,116.7712,9.231315e-05
mitigated,50mm,3,16.0,0.003,2.0,1,1,16.095,560.0736,8.370557e-05
mitigated,10mm,1,16.0,0.001,2.0,1,1,16.05,579.9126,8.584209e-05
mitigated,10mm,2,16.0,0.001,2.0,1,1,16.065,375.2342,0.0001408169
mitigated,10mm,3,16.0,0.001,2.0,1,1,16.098,490.6417,0.0001542923
mitigated,30mm,1,16.0,0.001,2.0,1,1,16.018,603.4459,0.0001063139
mitigated,30mm,2,16.0,0.001,2.0,1,1,16.032,391.0488,0.0001377237
mitigated,30mm,3,16.0,0.001,2.0,1,1,16.018,452.5748,0.0001406656
mitigated,50mm,1,16.0,0.001,2.0,1,1,16.096,394.6527,0.0001148825
mitigated,50mm,2,16.0,0.001,2.0,1,1,16.011,158.1954,0.0001340711
mitigated,50mm,3,16.0,0.001,2.0,1,1,16.098,394.6792,0.0001148661
mitigated,10mm,1,16.0,0.0003,2.0,1,1,16.037,631.9028,0.000100658
mitigated,10mm,2,16.0,0.0003,2.0,1,1,16.054,424.4809,0.0001288006
mitigated,10mm,3,16.0,0.0003,2.0,1,1,16.265,486.8534,0.0001345993
mitigated,30mm,1,16.0,0.0003,2.0,1,1,16.026,721.0734,0.0001095587
mitigated,30mm,2,16.0,0.0003,2.0,1,1,16.009,285.7939,0.0001444847
mitigated,30mm,3,16.0,0.0003,2.0,1,1,16.025,422.7502,0.0001309423
mitigated,50mm,1,16.0,0.0003,2.0,1,1,16.023,346.9692,0.000135801
mitigated,50mm,2,16.0,0.0003,2.0,1,1,16.161,181.7053,0.0001452518
mitigated,50mm,3,16.0,0.0003,2.0,1,1,16.025,346.9991,0.0001357956
mitigated,10mm,1,16.0,0.0001,2.0,1,1,16.01,638.832,0.0001015939
mitigated,10mm,2,16.0,0.0001,2.0,1,1,16.014,462.5022,0.0001223728
mitigated,10mm,3,16.0,0.0001,2.0,1,1,16.289,505.6181,0.0001261382
mitigated,30mm,1,16.0,0.0001,2.0,1,1,16.027,764.5552,0.0001160976
mitigated,30mm,2,16.0,0.0001,2.0,1,1,16.006,244.4731,0.0001480898
mitigated,30mm,3,16.0,0.0001,2.0,1,1,16.01,417.3298,0.0001295403
mitigated,50mm,1,16.0,0.0001,2.0,1,1,16.14,335.9646,0.0001444504
mitigated,50mm,2,16.0,0.0001,2.0,1,1,16.036,184.2225,0.0001486461
mitigated,50mm,3,16.0,0.0001,2.0,1,1,16.143,336.0199,0.000144451
mitigated,10mm,1,16.0,3e-05,2.0,1,1,16.062,559.5052,0.000111095
mitigated,10mm,2,16.0,3e-05,2.0,1,1,16.035,863.4386,6.701126e-05
mitigated,10mm,3,16.0,3e-05,2.0,1,1,16.003,846.2862,8.310734e-05
mitigated,30mm,1,16.0,3e-05,2.0,1,1,16.025,927.3502,0.0001143033
mitigated,30mm,2,16.0,3e-05,2.0,1,1,16.003,219.1969,0.0001554702
mitigated,30mm,3,16.0,3e-05,2.0,1,1,16.017,693.6602,9.635998e-05
mitigated,50mm,1,16.0,3e-05,2.0,1,1,16.087,269.1047,0.0001650509
mitigated,50mm,2,16.0,3e-05,2.0,1,1,16.194,306.6416,9.522772e-05
mitigated,50mm,3,16.0,3e-05,2.0,1,1,16.133,269.87,0.0001648519
mitigated,10mm,1,16.0,1e-05,2.0,1,1,16.011,436.7787,0.0001444479
mitigated,10mm,2,16.0,1e-05,2.0,1,1,16.071,1400.4774,4.179392e-05
mitigated,10mm,3,16.0,1e-05,2.0,1,1,16.294,1190.8981,5.890528e-05
mitigated,30mm,1,16.0,1e-05,2.0,1,1,16.021,951.5116,0.0001084501
mitigated,30mm,2,16.0,1e-05,2.0,1,1,16.014,192.1718,0.0001784968
mitigated,30mm,3,16.0,1e-05,2.0,1,1,16.113,1034.7068,6.251902e-05
mitigated,50mm,1,16.0,1e-05,2.0,1,1,16.03,189.8896,0.0002398669
mitigated,50mm,2,16.0,1e-05,2.0,1,1,16.318,488.6133,5.885656e-05
mitigated,50mm,3,16.0,1e-05,2.0,1,1,16.128,191.0466,0.0002386766
mitigated,10mm,1,20.0,0.01,2.0,1,1,20.12,256.3288,2.218052e-05
mitigated,10mm,2,20.0,0.01,2.0,1,1,20.068,290.3065,0.0002354532
mitigated,10mm,3,20.0,0.01,2.0,1,1,20.358,1155.704,0.0002213866
mitigated,30mm,1,20.0,0.01,2.0,1,1,20.0,33.0552,0.0001642997
mitigated,30mm,2,20.0,0.01,2.0,0,0,0.0,1.7018,0.0002049652
mitigated,30mm,3,20.0,0.01,2.0,1,1,20.064,1030.8095,0.0002189019
mitigated,50mm,1,20.0,0.01,2.0,1,1,20.063,251.3314,9.832622e-05
mitigated,50mm,2,20.0,0.01,2.0,1,1,20.024,83.7529,4.884314e-05
mitigated,50mm,3,20.0,0.01,2.0,1,1,20.061,251.3126,9.82854e-05
mitigated,10mm,1,20.0,0.003,2.0,1,1,20.114,416.7124,4.550608e-05
mitigated,10mm,2,20.0,0.003,2.0,1,1,20.02,351.6192,0.0001871863
mitigated,10mm,3,20.0,0.003,2.0,1,1,20.105,635.649,0.0001993935
mitigated,30mm,1,20.0,0.003,2.0,1,1,20.007,398.0109,0.0001265139
mitigated,30mm,2,20.0,0.003,2.0,1,1,20.011,540.029,0.0001553822
mitigated,30mm,3,20.0,0.003,2.0,1,1,20.049,625.6343,0.0001786711
mitigated,50mm,1,20.0,0.003,2.0,1,1,20.113,560.0489,8.373034e-05
mitigated,50mm,2,20.0,0.003,2.0,1,1,20.089,116.7712,9.231315e-05
mitigated,50mm,3,20.0,0.003,2.0,1,1,20.116,560.0736,8.370557e-05
mitigated,10mm,1,20.0,0.001,2.0,1,1,20.243,579.9126,8.584209e-05
mitigated,10mm,2,20.0,0.001,2.0,1,1,20.039,375.2342,0.0001408169
mitigated,10mm,3,20.0,0.001,2.0,1,1,20.111,490.6417,0.0001542923
mitigated,30mm,1,20.0,0.001,2.0,1,1,20.004,603.4459,0.0001063139
mitigated,30mm,2,20.0,0.001,2.0,1,1,20.006,391.0488,0.0001377237
mitigated,30mm,3,20.0,0.001,2.0,1,1,20.001,452.5748,0.0001406656
mitigated,50mm,1,20.0,0.001,2.0,1,1,20.161,394.6527,0.0001148825
mitigated,50mm,2,20.0,0.001,2.0,1,1,20.045,158.1954,0.0001340711
mitigated,50mm,3,20.0,0.001,2.0,1,1,20.163,394.6792,0.0001148661
mitigated,10mm,1,20.0,0.0003,2.0,1,1,20.244,631.9028,0.000100658
mitigated,10mm,2,20.0,0.0003,2.0,1,1,20.096,424.4809,0.0001288007
mitigated,10mm,3,20.0,0.0003,2.0,1,1,20.277,486.8534,0.0001345993
mitigated,30mm,1,20.0,0.0003,2.0,1,1,20.006,721.0734,0.0001095587
mitigated,30mm,2,20.0,0.0003,2.0,1,1,20.01,285.7939,0.0001444849
mitigated,30mm,3,20.0,0.0003,2.0,1,1,20.041,422.7502,0.0001309424
mitigated,50mm,1,20.0,0.0003,2.0,1,1,20.106,346.9692,0.000135801
mitigated,50mm,2,20.0,0.0003,2.0,1,1,20.06,181.7053,0.0001452518
mitigated,50mm,3,20.0,0.0003,2.0,1,1,20.108,346.9991,0.0001357956
mitigated,10mm,1,20.0,0.0001,2.0,1,1,20.217,638.832,0.0001015691
mitigated,10mm,2,20.0,0.0001,2.0,1,1,20.056,462.5022,0.0001224983
mitigated,10mm,3,20.0,0.0001,2.0,1,1,20.064,505.6181,0.0001261555
mitigated,30mm,1,20.0,0.0001,2.0,1,1,20.008,764.5552,0.0001161044
mitigated,30mm,2,20.0,0.0001,2.0,1,1,20.006,244.4731,0.0001480988
mitigated,30mm,3,20.0,0.0001,2.0,1,1,20.002,417.3298,0.0001295516
mitigated,50mm,1,20.0,0.0001,2.0,1,1,20.084,335.9646,0.0001444448
mitigated,50mm,2,20.0,0.0001,2.0,1,1,20.02,184.2225,0.0001486363
mitigated,50mm,3,20.0,0.0001,2.0,1,1,20.088,336.0199,0.0001444454
mitigated,10mm,1,20.0,3e-05,2.0,1,1,20.015,559.5052,0.0001110843
mitigated,10mm,2,20.0,3e-05,2.0,1,1,20.062,863.4386,6.703118e-05
mitigated,10mm,3,20.0,3e-05,2.0,1,1,20.346,846.2862,8.313058e-05
mitigated,30mm,1,20.0,3e-05,2.0,1,1,20.024,927.3502,0.0001142811
mitigated,30mm,2,20.0,3e-05,2.0,1,1,20.024,219.1969,0.0001555197
mitigated,30mm,3,20.0,3e-05,2.0,1,1,20.073,693.6602,9.64027e-05
mitigated,50mm,1,20.0,3e-05,2.0,1,1,20.127,269.1047,0.0001650395
mitigated,50mm,2,20.0,3e-05,2.0,1,1,20.066,306.6416,9.522772e-05
mitigated,50mm,3,20.0,3e-05,2.0,1,1,20.185,269.87,0.0001648403
mitigated,10mm,1,20.0,1e-05,2.0,1,1,20.197,436.7787,0.000144446
mitigated,10mm,2,20.0,1e-05,2.0,1,1,20.119,1400.4774,4.179222e-05
mitigated,10mm,3,20.0,1e-05,2.0,1,1,20.478,1190.8981,5.890796e-05
mitigated,30mm,1,20.0,1e-05,2.0,1,1,20.006,951.5116,0.000108422
mitigated,30mm,2,20.0,1e-05,2.0,1,1,20.024,192.1718,0.0001784749
mitigated,30mm,3,20.0,1e-05,2.0,1,1,20.027,1034.7068,6.252122e-05
mitigated,50mm,1,20.0,1e-05,2.0,1,1,20.026,189.8896,0.0002398729
mitigated,50mm,2,20.0,1e-05,2.0,1,1,20.435,488.6133,5.885656e-05
mitigated,50mm,3,20.0,1e-05,2.0,1,1,20.013,191.0466,0.0002386815
